FAMILY CODE,ICD Code
0610-075-04A-020F0,O99.019
0610-075-04A-023E8,O99.019
0610-075-04A-010FA,O99.019
0610-075-04A-013E8,O99.019
0610-075-04A-0301E,O99.019
0610-075-04A-0201E,O99.019
0610-075-04A-02064,O99.019
0610-075-04A-03064,O99.019
0610-006-04A-02032,O99.019
0610-019-04A-03014,O99.019
0610-00B-04A-01032,O99.019
0610-00B-04A-01018,O99.019
0610-094-04A-01020,O99.019
0610-027-04A-0301E,O99.019
0610-072-04A-05014,O99.019
0610-0F0-04A-01018,O99.019
0610-075-04A-02078,O99.019
0610-019-04A-0301E,O99.019
0610-061-04A-02014,O99.019
0610-075-04A-0200F,O99.019
0610-0A3-04A-09001,O99.019
0610-024-04A-0301E,O99.019
0610-0D2-04A-04001,O99.019
0610-061-04A-0301E,O99.019
0610-006-04A-02014,O99.019
0610-066-033-12004,Z34.80
0610-064-035-18001,Z34.80
0610-066-033-20005,Z34.80
0610-064-033-21014,Z34.80
0610-064-033-18001,Z34.80
0610-075-04A-02018,Z34.80
0610-075-04A-01018,Z34.80
0610-075-04A-020FA,Z34.80
0610-075-04A-011F4,Z34.80
0610-075-04A-01019,Z34.80
0610-075-04A-01064,Z34.80
0610-075-04A-03014,Z34.80
0610-075-04A-021F4,Z34.80
0610-075-04A-02014,Z34.80
0610-075-04A-01014,Z34.80
0610-075-04A-031F4,Z34.80
0610-027-04A-03014,Z34.80
0610-06F-04A-04001,Z34.80
0610-027-04A-02014,Z34.80
0610-091-04A-0701E,Z34.80
0610-027-04A-0201E,Z34.80
0610-027-04A-02032,Z34.80
0610-0F2-04A-04001,Z34.80
0610-027-04A-03032,Z34.80
0610-027-04A-01032,Z34.80
0610-027-04A-01014,Z34.80
0610-075-04A-0101E,Z34.80
0610-027-04A-0101E,Z34.80
0610-027-04A-013E8,Z34.80
0610-027-04A-021F4,Z34.80
0610-074-04A-04001,Z34.80
0610-094-04A-01010,Z34.80
0610-027-04A-023E8,Z34.80
0610-075-04A-03028,Z34.80
0610-075-04A-030FA,Z34.80
0610-075-04A-020F0,Z34.80
0610-075-04A-023E8,Z34.80
0610-075-04A-010FA,Z34.80
0610-075-04A-013E8,Z34.80
0610-075-04A-0301E,Z34.80
0610-075-04A-0201E,Z34.80
0610-075-04A-02064,Z34.80
0610-075-04A-03064,Z34.80
0610-006-04A-02032,Z34.80
0610-019-04A-03014,Z34.80
0610-00B-04A-01032,Z34.80
0610-00B-04A-01018,Z34.80
0610-094-04A-01020,Z34.80
0610-027-04A-0301E,Z34.80
0610-072-04A-05014,Z34.80
0610-0F0-04A-01018,Z34.80
0610-075-04A-02078,Z34.80
0610-019-04A-0301E,Z34.80
0610-061-04A-02014,Z34.80
0610-075-04A-0200F,Z34.80
0610-0A3-04A-09001,Z34.80
0610-024-04A-0301E,Z34.80
0610-0D2-04A-04001,Z34.80
0610-061-04A-0301E,Z34.80
0610-006-04A-02014,Z34.80
0610-066-033-12004,Z34.82
0610-064-035-18001,Z34.82
0610-066-033-20005,Z34.82
0610-064-033-21014,Z34.82
0610-064-033-18001,Z34.82
0610-075-04A-02018,Z34.82
0610-075-04A-01018,Z34.82
0610-075-04A-020FA,Z34.82
0610-075-04A-011F4,Z34.82
0610-075-04A-01019,Z34.82
0610-075-04A-01064,Z34.82
0610-075-04A-03014,Z34.82
0610-075-04A-021F4,Z34.82
0610-075-04A-02014,Z34.82
0610-075-04A-01014,Z34.82
0610-075-04A-031F4,Z34.82
0610-027-04A-03014,Z34.82
0610-06F-04A-04001,Z34.82
0610-027-04A-02014,Z34.82
0610-091-04A-0701E,Z34.82
0610-027-04A-0201E,Z34.82
0610-027-04A-02032,Z34.82
0610-0F2-04A-04001,Z34.82
0610-027-04A-03032,Z34.82
0610-027-04A-01032,Z34.82
0610-027-04A-01014,Z34.82
0610-075-04A-0101E,Z34.82
0610-027-04A-0101E,Z34.82
0610-027-04A-013E8,Z34.82
0610-027-04A-021F4,Z34.82
0610-074-04A-04001,Z34.82
0610-094-04A-01010,Z34.82
0610-027-04A-023E8,Z34.82
0610-075-04A-03028,Z34.82
0610-075-04A-030FA,Z34.82
0610-075-04A-020F0,Z34.82
0610-075-04A-023E8,Z34.82
0610-075-04A-010FA,Z34.82
0610-075-04A-013E8,Z34.82
0610-075-04A-0301E,Z34.82
0610-075-04A-0201E,Z34.82
0610-075-04A-02064,Z34.82
0610-075-04A-03064,Z34.82
0610-006-04A-02032,Z34.82
0610-019-04A-03014,Z34.82
0610-00B-04A-01032,Z34.82
0610-00B-04A-01018,Z34.82
0610-094-04A-01020,Z34.82
0610-027-04A-0301E,Z34.82
0610-072-04A-05014,Z34.82
0610-0F0-04A-01018,Z34.82
0610-075-04A-02078,Z34.82
0610-019-04A-0301E,Z34.82
0610-061-04A-02014,Z34.82
0610-075-04A-0200F,Z34.82
0610-0A3-04A-09001,Z34.82
0610-024-04A-0301E,Z34.82
0610-0D2-04A-04001,Z34.82
0610-061-04A-0301E,Z34.82
0610-006-04A-02014,Z34.82
0610-066-033-12004,Z34.83
0610-064-035-18001,Z34.83
0610-066-033-20005,Z34.83
0610-064-033-21014,Z34.83
0610-064-033-18001,Z34.83
0610-075-04A-02018,Z34.83
0610-075-04A-01018,Z34.83
0610-075-04A-020FA,Z34.83
0610-075-04A-011F4,Z34.83
0610-075-04A-01019,Z34.83
0610-075-04A-01064,Z34.83
0610-075-04A-03014,Z34.83
0610-075-04A-021F4,Z34.83
0610-075-04A-02014,Z34.83
0610-075-04A-01014,Z34.83
0610-075-04A-031F4,Z34.83
0610-027-04A-03014,Z34.83
0610-06F-04A-04001,Z34.83
0610-027-04A-02014,Z34.83
0610-091-04A-0701E,Z34.83
0610-027-04A-0201E,Z34.83
0610-027-04A-02032,Z34.83
0610-0F2-04A-04001,Z34.83
0610-027-04A-03032,Z34.83
0610-027-04A-01032,Z34.83
0610-027-04A-01014,Z34.83
0610-075-04A-0101E,Z34.83
0610-027-04A-0101E,Z34.83
0610-027-04A-013E8,Z34.83
0610-027-04A-021F4,Z34.83
0610-074-04A-04001,Z34.83
0610-094-04A-01010,Z34.83
0610-027-04A-023E8,Z34.83
0610-075-04A-03028,Z34.83
0610-075-04A-030FA,Z34.83
0610-075-04A-020F0,Z34.83
0610-075-04A-023E8,Z34.83
0610-075-04A-010FA,Z34.83
0610-075-04A-013E8,Z34.83
0610-075-04A-0301E,Z34.83
0610-075-04A-0201E,Z34.83
0610-075-04A-02064,Z34.83
0610-075-04A-03064,Z34.83
0610-006-04A-02032,Z34.83
0610-019-04A-03014,Z34.83
0610-00B-04A-01032,Z34.83
0610-00B-04A-01018,Z34.83
0610-094-04A-01020,Z34.83
0610-027-04A-0301E,Z34.83
0610-072-04A-05014,Z34.83
0610-0F0-04A-01018,Z34.83
0610-075-04A-02078,Z34.83
0610-019-04A-0301E,Z34.83
0610-061-04A-02014,Z34.83
0610-075-04A-0200F,Z34.83
0610-0A3-04A-09001,Z34.83
0610-024-04A-0301E,Z34.83
0610-0D2-04A-04001,Z34.83
0610-061-04A-0301E,Z34.83
0610-006-04A-02014,Z34.83
0610-066-033-12004,J45.50
0610-064-035-18001,J45.50
0610-066-033-20005,J45.50
0610-064-033-21014,J45.50
0610-064-033-18001,J45.50
0610-075-04A-02018,J45.50
0610-075-04A-01018,J45.50
0610-075-04A-020FA,J45.50
0610-075-04A-011F4,J45.50
0610-075-04A-01019,J45.50
0610-075-04A-01064,J45.50
0610-075-04A-03014,J45.50
0610-075-04A-021F4,J45.50
0610-075-04A-02014,J45.50
0610-075-04A-01014,J45.50
0610-075-04A-031F4,J45.50
0610-027-04A-03014,J45.50
0610-06F-04A-04001,J45.50
0610-027-04A-02014,J45.50
0610-091-04A-0701E,J45.50
0610-027-04A-0201E,J45.50
0610-027-04A-02032,J45.50
0610-0F2-04A-04001,J45.50
0610-027-04A-03032,J45.50
0610-027-04A-01032,J45.50
0610-027-04A-01014,J45.50
0610-075-04A-0101E,J45.50
0610-027-04A-0101E,J45.50
0610-027-04A-013E8,J45.50
0610-027-04A-021F4,J45.50
0610-074-04A-04001,J45.50
0610-094-04A-01010,J45.50
0610-027-04A-023E8,J45.50
0610-075-04A-03028,J45.50
0610-075-04A-030FA,J45.50
0610-075-04A-020F0,J45.50
0610-075-04A-023E8,J45.50
0610-075-04A-010FA,J45.50
0610-075-04A-013E8,J45.50
0610-075-04A-0301E,J45.50
0610-075-04A-0201E,J45.50
0610-075-04A-02064,J45.50
0610-075-04A-03064,J45.50
0610-006-04A-02032,J45.50
0610-019-04A-03014,J45.50
0610-00B-04A-01032,J45.50
0610-00B-04A-01018,J45.50
0610-094-04A-01020,J45.50
0610-027-04A-0301E,J45.50
0610-072-04A-05014,J45.50
0610-0F0-04A-01018,J45.50
0610-075-04A-02078,J45.50
0610-019-04A-0301E,J45.50
0610-061-04A-02014,J45.50
0610-075-04A-0200F,J45.50
0610-0A3-04A-09001,J45.50
0610-024-04A-0301E,J45.50
0610-0D2-04A-04001,J45.50
0610-061-04A-0301E,J45.50
0610-006-04A-02014,J45.50
1314-027-04A-0100E,Z99.2
1314-050-033-0100A,Z99.2
1314-027-04A-0200E,Z99.2
1314-027-04A-0101C,Z99.2
1314-027-04A-0201C,Z99.2
1314-02E-04A-0301C,Z99.2
1314-027-04A-01007,Z99.2
1314-091-04A-02069,Z99.2
1314-091-04A-0200E,Z99.2
1314-091-04A-01069,Z99.2
1314-091-04A-0100E,Z99.2
1314-09C-04A-0200E,Z99.2
1314-09C-04A-0100E,Z99.2
